,round,year,company,segment,name,UnitSold,UnitInvent,RevDate,Age,MTBF,Pfmm,Size,Price,MatCost,LaborCost,ContrMarg,SecShiftOverTime,AutomationNextRd,CapNextRd,PlantUtilz,market_cap,market_size,performance_center,performance_ideal,size_center,size_ideal,AGE_ideal,PRICE_L,PRICE_H,MTBF_L,MTBF_H,radius,distance,distance_ideal
19,3.0,2024.0,ALL,Traditional,Traditional,1461.0,179.0,2024-06-23,2.2,17500.0,7.1,12.9,27.99,10.17,8.01,0.34,0.0,4.5,1800.0,0.72,9619.0,0.29,7.1,7.1,12.9,12.9,2.0,21.0,31.0,14000.0,19000.0,100,0.0,0
20,4.0,2025.0,ALL,High End,High End,594.0,0.0,2025-07-16,1.2,24000.0,11.1,8.9,38.5,16.03,9.76,0.33,0.0,3.0,600.0,0.99,4656.0,0.13,11.1,12.5,8.9,7.5,0.0,28.0,38.0,20000.0,25000.0,100,1.9798989873223336,0
21,4.0,2025.0,ALL,Low End,Low End,1209.0,826.0,2017-05-25,8.6,14000.0,4.5,15.5,20.49,5.25,6.1,0.34,0.0,6.0,1400.0,0.74,13948.0,0.38,4.5,3.7,15.5,16.3,7.0,13.0,23.0,12000.0,17000.0,100,1.1313708498984762,0
22,4.0,2025.0,ALL,Performance,Performance,507.0,188.0,2025-04-04,3.6,27000.0,12.0,14.2,33.0,14.54,8.54,0.28,0.0,4.0,600.0,0.96,3945.0,0.11,12.0,13.4,14.2,13.2,1.0,23.0,33.0,22000.0,27000.0,100,1.7204650534085255,0
23,4.0,2025.0,ALL,Size,Size,208.0,0.0,2025-08-09,0.4,19000.0,5.8,8.0,33.5,13.45,9.76,0.3,0.0,3.0,600.0,0.35,3886.0,0.11,5.8,6.8,8.0,6.6,1.5,23.0,33.0,16000.0,21000.0,100,1.7204650534085255,0
24,4.0,2025.0,ALL,Traditional,Traditional,1636.0,127.0,2025-07-22,1.8,17500.0,7.8,12.2,28.0,10.23,7.93,0.35,0.0,4.5,1800.0,0.88,10504.0,0.28,7.8,7.8,12.2,12.2,2.0,20.5,30.5,14000.0,19000.0,100,0.0,0
25,5.0,2026.0,ALL,High End,High End,1188.0,0.0,2026-05-27,1.4,24000.0,12.0,8.0,37.5,15.74,12.1,0.26,1.0,3.0,1200.0,1.98,5411.0,0.13,12.0,13.4,8.0,6.6,0.0,27.5,37.5,20000.0,25000.0,100,1.9798989873223336,0
26,5.0,2026.0,ALL,Low End,Low End,1519.0,0.0,2027-04-10,9.6,14000.0,5.0,15.0,18.5,4.79,6.11,0.36,0.0,6.0,1400.0,0.5,15580.0,0.37,5.0,4.2,15.0,15.8,7.0,12.5,22.5,12000.0,17000.0,100,1.1313708498984762,0
27,5.0,2026.0,ALL,Performance,Performance,492.0,211.0,2027-03-23,4.6,27000.0,13.0,13.5,33.0,13.75,8.55,0.28,0.0,4.0,600.0,0.86,4726.0,0.11,13.0,14.4,13.5,12.5,1.0,22.5,32.5,22000.0,27000.0,100,1.7204650534085255,0
28,5.0,2026.0,ALL,Size,Size,1098.0,90.0,2025-08-09,1.4,19000.0,6.5,7.0,32.5,12.57,12.1,0.23,1.0,3.0,1200.0,1.98,4597.0,0.11,6.5,7.5,7.0,5.6,1.5,22.5,32.5,16000.0,21000.0,100,1.7204650534085255,0
29,5.0,2026.0,ALL,Traditional,Traditional,1909.0,0.0,2025-07-22,2.8,17500.0,8.5,11.5,27.0,9.51,7.94,0.34,0.0,4.5,1800.0,0.99,11470.0,0.27,8.5,8.5,11.5,11.5,2.0,19.5,29.5,14000.0,19000.0,100,0.0,0
30,6.0,2027.0,ALL,High End,High End,1367.0,1009.0,2027-06-06,1.5,24000.0,12.9,7.1,37.0,15.32,11.88,0.2,1.0,4.0,1200.0,1.98,6287.0,0.13,12.9,14.3,7.1,5.7,0.0,27.0,37.0,20000.0,25000.0,100,1.979898987322333,0
31,6.0,2027.0,ALL,Low End,Low End,1712.0,1060.0,2027-04-10,5.7,14000.0,5.5,14.5,16.75,6.27,7.43,0.14,1.0,6.0,1400.0,1.98,17403.0,0.37,5.5,4.7,14.5,15.3,7.0,12.0,22.0,12000.0,17000.0,100,1.1313708498984762,0
32,6.0,2027.0,ALL,Performance,Performance,934.0,465.0,2027-03-23,3.2,27000.0,14.0,12.8,32.0,14.92,10.4,0.18,1.0,4.0,600.0,1.98,5661.0,0.12,14.0,15.4,12.8,11.8,1.0,22.0,32.0,22000.0,27000.0,100,1.7204650534085255,0
33,6.0,2027.0,ALL,Size,Size,968.0,311.0,2028-01-26,2.4,19000.0,7.2,6.0,32.0,11.68,9.59,0.29,0.0,4.0,1200.0,0.99,5438.0,0.11,7.2,8.2,6.0,4.6,1.5,22.0,32.0,16000.0,21000.0,100,1.720465053408525,0
34,6.0,2027.0,ALL,Traditional,Traditional,1782.0,0.0,2027-07-07,2.1,17500.0,9.2,10.8,26.49,9.47,7.79,0.35,0.0,4.5,1800.0,0.99,12526.0,0.26,9.2,9.2,10.8,10.8,2.0,19.0,29.0,14000.0,19000.0,100,0.0,0
35,6.5,2027.5,ALL,Size,Size,968.0,311.0,2028-01-26,1.45,19000.0,,,,11.68,9.59,0.29,0.0,4.0,1200.0,0.99,,,,,,,,,,,,100,,0
36,6.5,2027.5,ALL,Traditional,Traditional,2204.0,325.0,2028-02-21,1.85,17500.0,,,,8.3,1.12,0.62,0.29,10.0,1700.0,1.28,,,,,,,,,,,,100,,0
37,6.5,2027.5,ALL,Performance,Performance,1412.0,604.0,2028-01-15,2.0,27000.0,,,,12.82,4.45,0.39,0.0,7.0,1200.0,0.74,,,,,,,,,,,,100,,0
38,6.5,2027.5,ALL,High End,High End,266.0,0.0,2028-01-11,1.5,25000.0,,,,0.0,0.0,0.4,0.0,6.0,600.0,0,,,,,,,,,,,,100,,0
39,7.0,2028.0,ALL,High End,High End,1367.0,1009.0,2027-06-06,2.5,24000.0,13.8,6.2,,15.32,11.88,0.2,1.0,4.0,1200.0,1.98,7306.0,0.14,13.8,15.2,6.2,4.8,0.0,26.5,36.5,20000.0,25000.0,100,1.9798989873223323,0
40,7.0,2028.0,ALL,Low End,Low End,1712.0,1060.0,2027-04-10,6.7,14000.0,6.0,14.0,,6.27,7.43,0.14,1.0,6.0,1400.0,1.98,19439.0,0.36,6.0,5.2,14.0,14.8,7.0,11.5,21.5,12000.0,17000.0,100,1.1313708498984762,0
41,7.0,2028.0,ALL,Performance,Performance,934.0,465.0,2027-03-23,4.2,27000.0,15.0,12.1,,14.92,10.4,0.18,1.0,4.0,600.0,1.98,6782.0,0.13,15.0,16.4,12.1,11.1,1.0,21.5,31.5,22000.0,27000.0,100,1.7204650534085242,0
42,7.0,2028.0,ALL,Size,Size,968.0,311.0,2028-01-26,1.95,19000.0,7.9,5.0,,11.68,9.59,0.29,0.0,4.0,1200.0,0.99,6433.0,0.12,7.9,8.9,5.0,3.6,1.5,21.5,31.5,16000.0,21000.0,100,1.7204650534085253,0
43,7.0,2028.0,ALL,Traditional,Traditional,1782.0,0.0,2027-07-07,3.1,17500.0,9.9,10.1,,9.47,7.79,0.35,0.0,4.5,1800.0,0.99,13678.0,0.26,9.9,9.9,10.1,10.1,2.0,21.0,31.0,14000.0,19000.0,100,0.0,0
0,0.0,2021.0,ALL,High End,High End_ideal,366.0,40.0,2020-04-18,1.7,23000.0,8.9,11.1,38.0,15.98,8.57,0.33,0.0,3.0,900.0,0.45,2554.0,0.11,7.5,8.9,12.5,11.1,0.0,30.0,40.0,20000.0,25000.0,10,0.0,0
1,0.0,2021.0,ALL,Low End,Low End_ideal,1763.0,39.0,2017-05-25,4.6,14000.0,1.7,18.3,21.0,7.81,7.12,0.27,0.3,5.0,1400.0,1.29,8960.0,0.39,2.5,1.7,17.5,18.3,7.0,15.0,25.0,12000.0,17000.0,10,0.0,0
2,0.0,2021.0,ALL,Performance,Performance_ideal,358.0,78.0,2019-06-30,2.5,25000.0,9.4,16.0,33.0,15.87,8.57,0.23,0.0,3.0,600.0,0.73,1915.0,0.08,8.0,9.4,17.0,16.0,1.0,25.0,35.0,22000.0,27000.0,10,0.0,0
3,0.0,2021.0,ALL,Size,Size_ideal,314.0,62.0,2019-05-25,2.6,19000.0,4.0,10.6,33.0,13.62,8.57,0.3,0.0,3.0,600.0,0.63,1984.0,0.09,3.0,4.0,12.0,10.6,1.5,25.0,35.0,16000.0,21000.0,10,0.0,0
4,0.0,2021.0,ALL,Traditional,Traditional_ideal,999.0,189.0,2018-11-21,3.1,17500.0,5.0,15.0,28.0,11.59,7.49,0.29,0.0,4.0,1800.0,0.66,7387.0,0.32,5.0,5.0,15.0,15.0,2.0,20.0,30.0,14000.0,19000.0,10,0.0,0
5,1.0,2022.0,ALL,High End,High End_ideal,433.0,310.0,2023-05-06,2.7,23000.0,9.8,10.2,38.0,14.84,8.97,0.31,0.0,3.0,900.0,0.78,2968.0,0.12,8.4,9.8,11.6,10.2,0.0,29.5,39.5,20000.0,25000.0,10,0.0,0
6,1.0,2022.0,ALL,Low End,Low End_ideal,1425.0,0.0,2017-05-25,5.6,14000.0,2.2,17.8,21.0,7.05,6.73,0.33,0.0,6.0,1400.0,0.99,10008.0,0.39,3.0,2.2,17.0,17.8,7.0,14.5,24.5,12000.0,17000.0,10,0.0,0
7,1.0,2022.0,ALL,Performance,Performance_ideal,393.0,51.0,2019-06-30,3.5,25000.0,10.4,15.3,33.0,14.81,8.97,0.25,0.0,4.0,600.0,0.61,2294.0,0.09,9.0,10.4,16.3,15.3,1.0,24.5,34.5,22000.0,27000.0,10,0.0,0
8,1.0,2022.0,ALL,Size,Size_ideal,266.0,212.0,2019-05-25,3.6,19000.0,4.7,9.6,33.0,12.6,8.97,0.27,0.0,4.0,600.0,0.69,2347.0,0.09,3.7,4.7,11.0,9.6,1.5,24.5,34.5,16000.0,21000.0,10,0.0,0
9,1.0,2022.0,ALL,Traditional,Traditional_ideal,1319.0,652.0,2018-11-21,4.1,17500.0,5.7,14.3,28.0,10.65,7.85,0.28,0.0,4.5,1800.0,0.99,8067.0,0.31,5.7,5.7,14.3,14.3,2.0,19.5,29.5,14000.0,19000.0,10,0.0,0
10,2.0,2023.0,ALL,High End,High End_ideal,805.0,0.0,2023-05-06,2.2,23000.0,10.7,9.3,38.0,15.49,9.41,0.36,0.0,3.0,900.0,0.55,3449.0,0.12,9.3,10.7,10.7,9.3,0.0,29.0,39.0,20000.0,25000.0,10,0.0,0
11,2.0,2023.0,ALL,Low End,Low End_ideal,2079.0,0.0,2017-05-25,6.6,14000.0,2.7,17.3,21.0,6.38,6.81,0.36,0.5,6.0,1400.0,1.49,11179.0,0.39,3.5,2.7,16.5,17.3,7.0,14.0,24.0,12000.0,17000.0,10,0.0,0
12,2.0,2023.0,ALL,Performance,Performance_ideal,471.0,75.0,2023-01-29,4.5,27000.0,11.4,14.6,33.0,14.47,8.23,0.28,0.0,4.0,600.0,0.83,2748.0,0.09,10.0,11.4,15.6,14.6,1.0,24.0,34.0,22000.0,27000.0,10,0.0,0
13,2.0,2023.0,ALL,Size,Size_ideal,105.0,305.0,2019-05-25,4.6,19000.0,5.4,8.6,33.0,11.69,8.23,0.14,0.0,4.0,600.0,0.33,2777.0,0.1,4.4,5.4,10.0,8.6,1.5,24.0,34.0,16000.0,21000.0,10,0.0,0
14,2.0,2023.0,ALL,Traditional,Traditional_ideal,1290.0,352.0,2023-06-01,2.8,17500.0,6.4,13.6,28.0,10.28,7.64,0.32,0.0,4.5,1800.0,0.55,8809.0,0.3,6.4,6.4,13.6,13.6,2.0,21.5,31.5,14000.0,19000.0,10,0.0,0
15,3.0,2024.0,ALL,High End,High End_ideal,396.0,0.0,2024-01-03,1.0,24000.0,11.6,8.4,38.49,16.32,9.85,0.31,0.0,3.0,600.0,0.66,4007.0,0.12,10.2,11.6,9.8,8.4,0.0,28.5,38.5,20000.0,25000.0,10,0.0,0
16,3.0,2024.0,ALL,Low End,Low End_ideal,1579.0,996.0,2017-05-25,7.6,14000.0,3.2,16.8,20.49,5.79,7.51,0.29,0.86,6.0,1400.0,1.84,12487.0,0.38,4.0,3.2,16.0,16.8,7.0,13.5,23.5,12000.0,17000.0,10,0.0,0
17,3.0,2024.0,ALL,Performance,Performance_ideal,449.0,121.0,2025-04-04,5.5,27000.0,12.4,13.9,32.99,13.63,8.62,0.29,0.0,4.0,600.0,0.83,3293.0,0.1,11.0,12.4,14.9,13.9,1.0,23.5,33.5,22000.0,27000.0,10,0.0,0
18,3.0,2024.0,ALL,Size,Size_ideal,134.0,172.0,2019-05-25,5.6,19000.0,6.1,7.6,31.99,10.88,8.62,0.24,0.0,4.0,600.0,0,3285.0,0.1,5.1,6.1,9.0,7.6,1.5,23.5,33.5,16000.0,21000.0,10,0.0,0
19,3.0,2024.0,ALL,Traditional,Traditional_ideal,1461.0,179.0,2024-06-23,2.2,17500.0,7.1,12.9,27.99,10.17,8.01,0.34,0.0,4.5,1800.0,0.72,9619.0,0.29,7.1,7.1,12.9,12.9,2.0,21.0,31.0,14000.0,19000.0,10,0.0,0
20,4.0,2025.0,ALL,High End,High End_ideal,594.0,0.0,2025-07-16,1.2,24000.0,12.5,7.5,38.5,16.03,9.76,0.33,0.0,3.0,600.0,0.99,4656.0,0.13,11.1,12.5,8.9,7.5,0.0,28.0,38.0,20000.0,25000.0,10,0.0,0
21,4.0,2025.0,ALL,Low End,Low End_ideal,1209.0,826.0,2017-05-25,8.6,14000.0,3.7,16.3,20.49,5.25,6.1,0.34,0.0,6.0,1400.0,0.74,13948.0,0.38,4.5,3.7,15.5,16.3,7.0,13.0,23.0,12000.0,17000.0,10,0.0,0
22,4.0,2025.0,ALL,Performance,Performance_ideal,507.0,188.0,2025-04-04,3.6,27000.0,13.4,13.2,33.0,14.54,8.54,0.28,0.0,4.0,600.0,0.96,3945.0,0.11,12.0,13.4,14.2,13.2,1.0,23.0,33.0,22000.0,27000.0,10,0.0,0
23,4.0,2025.0,ALL,Size,Size_ideal,208.0,0.0,2025-08-09,0.4,19000.0,6.8,6.6,33.5,13.45,9.76,0.3,0.0,3.0,600.0,0.35,3886.0,0.11,5.8,6.8,8.0,6.6,1.5,23.0,33.0,16000.0,21000.0,10,0.0,0
24,4.0,2025.0,ALL,Traditional,Traditional_ideal,1636.0,127.0,2025-07-22,1.8,17500.0,7.8,12.2,28.0,10.23,7.93,0.35,0.0,4.5,1800.0,0.88,10504.0,0.28,7.8,7.8,12.2,12.2,2.0,20.5,30.5,14000.0,19000.0,10,0.0,0
25,5.0,2026.0,ALL,High End,High End_ideal,1188.0,0.0,2026-05-27,1.4,24000.0,13.4,6.6,37.5,15.74,12.1,0.26,1.0,3.0,1200.0,1.98,5411.0,0.13,12.0,13.4,8.0,6.6,0.0,27.5,37.5,20000.0,25000.0,10,0.0,0
26,5.0,2026.0,ALL,Low End,Low End_ideal,1519.0,0.0,2027-04-10,9.6,14000.0,4.2,15.8,18.5,4.79,6.11,0.36,0.0,6.0,1400.0,0.5,15580.0,0.37,5.0,4.2,15.0,15.8,7.0,12.5,22.5,12000.0,17000.0,10,0.0,0
27,5.0,2026.0,ALL,Performance,Performance_ideal,492.0,211.0,2027-03-23,4.6,27000.0,14.4,12.5,33.0,13.75,8.55,0.28,0.0,4.0,600.0,0.86,4726.0,0.11,13.0,14.4,13.5,12.5,1.0,22.5,32.5,22000.0,27000.0,10,0.0,0
28,5.0,2026.0,ALL,Size,Size_ideal,1098.0,90.0,2025-08-09,1.4,19000.0,7.5,5.6,32.5,12.57,12.1,0.23,1.0,3.0,1200.0,1.98,4597.0,0.11,6.5,7.5,7.0,5.6,1.5,22.5,32.5,16000.0,21000.0,10,0.0,0
29,5.0,2026.0,ALL,Traditional,Traditional_ideal,1909.0,0.0,2025-07-22,2.8,17500.0,8.5,11.5,27.0,9.51,7.94,0.34,0.0,4.5,1800.0,0.99,11470.0,0.27,8.5,8.5,11.5,11.5,2.0,19.5,29.5,14000.0,19000.0,10,0.0,0
30,6.0,2027.0,ALL,High End,High End_ideal,1367.0,1009.0,2027-06-06,1.5,24000.0,14.3,5.7,37.0,15.32,11.88,0.2,1.0,4.0,1200.0,1.98,6287.0,0.13,12.9,14.3,7.1,5.7,0.0,27.0,37.0,20000.0,25000.0,10,0.0,0
31,6.0,2027.0,ALL,Low End,Low End_ideal,1712.0,1060.0,2027-04-10,5.7,14000.0,4.7,15.3,16.75,6.27,7.43,0.14,1.0,6.0,1400.0,1.98,17403.0,0.37,5.5,4.7,14.5,15.3,7.0,12.0,22.0,12000.0,17000.0,10,0.0,0
32,6.0,2027.0,ALL,Performance,Performance_ideal,934.0,465.0,2027-03-23,3.2,27000.0,15.4,11.8,32.0,14.92,10.4,0.18,1.0,4.0,600.0,1.98,5661.0,0.12,14.0,15.4,12.8,11.8,1.0,22.0,32.0,22000.0,27000.0,10,0.0,0
33,6.0,2027.0,ALL,Size,Size_ideal,968.0,311.0,2028-01-26,2.4,19000.0,8.2,4.6,32.0,11.68,9.59,0.29,0.0,4.0,1200.0,0.99,5438.0,0.11,7.2,8.2,6.0,4.6,1.5,22.0,32.0,16000.0,21000.0,10,0.0,0
34,6.0,2027.0,ALL,Traditional,Traditional_ideal,1782.0,0.0,2027-07-07,2.1,17500.0,9.2,10.8,26.49,9.47,7.79,0.35,0.0,4.5,1800.0,0.99,12526.0,0.26,9.2,9.2,10.8,10.8,2.0,19.0,29.0,14000.0,19000.0,10,0.0,0
35,6.5,2027.5,ALL,Size,Size_ideal,968.0,311.0,2028-01-26,1.45,19000.0,,,,11.68,9.59,0.29,0.0,4.0,1200.0,0.99,,,,,,,,,,,,10,,0
36,6.5,2027.5,ALL,Traditional,Traditional_ideal,2204.0,325.0,2028-02-21,1.85,17500.0,,,,8.3,1.12,0.62,0.29,10.0,1700.0,1.28,,,,,,,,,,,,10,,0
37,6.5,2027.5,ALL,Performance,Performance_ideal,1412.0,604.0,2028-01-15,2.0,27000.0,,,,12.82,4.45,0.39,0.0,7.0,1200.0,0.74,,,,,,,,,,,,10,,0
38,6.5,2027.5,ALL,High End,High End_ideal,266.0,0.0,2028-01-11,1.5,25000.0,,,,0.0,0.0,0.4,0.0,6.0,600.0,0,,,,,,,,,,,,10,,0
39,7.0,2028.0,ALL,High End,High End_ideal,1367.0,1009.0,2027-06-06,2.5,24000.0,15.2,4.8,,15.32,11.88,0.2,1.0,4.0,1200.0,1.98,7306.0,0.14,13.8,15.2,6.2,4.8,0.0,26.5,36.5,20000.0,25000.0,10,0.0,0
40,7.0,2028.0,ALL,Low End,Low End_ideal,1712.0,1060.0,2027-04-10,6.7,14000.0,5.2,14.8,,6.27,7.43,0.14,1.0,6.0,1400.0,1.98,19439.0,0.36,6.0,5.2,14.0,14.8,7.0,11.5,21.5,12000.0,17000.0,10,0.0,0
41,7.0,2028.0,ALL,Performance,Performance_ideal,934.0,465.0,2027-03-23,4.2,27000.0,16.4,11.1,,14.92,10.4,0.18,1.0,4.0,600.0,1.98,6782.0,0.13,15.0,16.4,12.1,11.1,1.0,21.5,31.5,22000.0,27000.0,10,0.0,0
42,7.0,2028.0,ALL,Size,Size_ideal,968.0,311.0,2028-01-26,1.95,19000.0,8.9,3.6,,11.68,9.59,0.29,0.0,4.0,1200.0,0.99,6433.0,0.12,7.9,8.9,5.0,3.6,1.5,21.5,31.5,16000.0,21000.0,10,0.0,0
43,7.0,2028.0,ALL,Traditional,Traditional_ideal,1782.0,0.0,2027-07-07,3.1,17500.0,9.9,10.1,,9.47,7.79,0.35,0.0,4.5,1800.0,0.99,13678.0,0.26,9.9,9.9,10.1,10.1,2.0,21.0,31.0,14000.0,19000.0,10,0.0,0
0,0.0,2021.0,Andrews,High End,Adam,366.0,40.0,2020-04-18,1.7,23000.0,8.0,12.0,38.0,15.98,8.57,0.33,0.0,3.0,900.0,0.45,2554.0,0.11,7.5,8.9,12.5,11.1,0.0,30.0,40.0,20000.0,25000.0,1,1.272792206135786,0
1,0.0,2021.0,Andrews,Low End,Acre,1763.0,39.0,2017-05-25,4.6,14000.0,3.0,17.0,21.0,7.81,7.12,0.27,0.3,5.0,1400.0,1.29,8960.0,0.39,2.5,1.7,17.5,18.3,7.0,15.0,25.0,12000.0,17000.0,1,1.8384776310850242,0
2,0.0,2021.0,Andrews,Performance,Aft,358.0,78.0,2019-06-30,2.5,25000.0,9.4,15.5,33.0,15.87,8.57,0.23,0.0,3.0,600.0,0.73,1915.0,0.08,8.0,9.4,17.0,16.0,1.0,25.0,35.0,22000.0,27000.0,1,0.5,0
3,0.0,2021.0,Andrews,Size,Agape,314.0,62.0,2019-05-25,2.6,19000.0,4.0,11.0,33.0,13.62,8.57,0.3,0.0,3.0,600.0,0.63,1984.0,0.09,3.0,4.0,12.0,10.6,1.5,25.0,35.0,16000.0,21000.0,1,0.40000000000000036,0
4,0.0,2021.0,Andrews,Traditional,Able,999.0,189.0,2018-11-21,3.1,17500.0,5.5,14.5,28.0,11.59,7.49,0.29,0.0,4.0,1800.0,0.66,7387.0,0.32,5.0,5.0,15.0,15.0,2.0,20.0,30.0,14000.0,19000.0,1,0.7071067811865476,0
5,0.0,2021.0,Baldwin,High End,Bid,366.0,40.0,2020-04-18,1.7,23000.0,8.0,12.0,38.0,15.98,8.57,0.33,0.0,3.0,900.0,0.45,2554.0,0.11,7.5,8.9,12.5,11.1,0.0,30.0,40.0,20000.0,25000.0,1,1.272792206135786,0
6,0.0,2021.0,Baldwin,Low End,Bead,1763.0,39.0,2017-05-25,4.6,14000.0,3.0,17.0,21.0,7.81,7.12,0.27,0.3,5.0,1400.0,1.29,8960.0,0.39,2.5,1.7,17.5,18.3,7.0,15.0,25.0,12000.0,17000.0,1,1.8384776310850242,0
7,0.0,2021.0,Baldwin,Performance,Bold,358.0,78.0,2019-06-30,2.5,25000.0,9.4,15.5,33.0,15.87,8.57,0.23,0.0,3.0,600.0,0.73,1915.0,0.08,8.0,9.4,17.0,16.0,1.0,25.0,35.0,22000.0,27000.0,1,0.5,0
8,0.0,2021.0,Baldwin,Size,Buddy,314.0,62.0,2019-05-25,2.6,19000.0,4.0,11.0,33.0,13.62,8.57,0.3,0.0,3.0,600.0,0.63,1984.0,0.09,3.0,4.0,12.0,10.6,1.5,25.0,35.0,16000.0,21000.0,1,0.40000000000000036,0
9,0.0,2021.0,Baldwin,Traditional,Baker,999.0,189.0,2018-11-21,3.1,17500.0,5.5,14.5,28.0,11.59,7.49,0.29,0.0,4.0,1800.0,0.66,7387.0,0.32,5.0,5.0,15.0,15.0,2.0,20.0,30.0,14000.0,19000.0,1,0.7071067811865476,0
10,0.0,2021.0,Chester,High End,Cid,366.0,40.0,2020-04-18,1.7,23000.0,8.0,12.0,38.0,15.98,8.57,0.33,0.0,3.0,900.0,0.45,2554.0,0.11,7.5,8.9,12.5,11.1,0.0,30.0,40.0,20000.0,25000.0,1,1.272792206135786,0
11,0.0,2021.0,Chester,Low End,Cedar,1763.0,39.0,2017-05-25,4.6,14000.0,3.0,17.0,21.0,7.81,7.12,0.27,0.3,5.0,1400.0,1.29,8960.0,0.39,2.5,1.7,17.5,18.3,7.0,15.0,25.0,12000.0,17000.0,1,1.8384776310850242,0
12,0.0,2021.0,Chester,Performance,Coat,358.0,78.0,2019-06-30,2.5,25000.0,9.4,15.5,33.0,15.87,8.57,0.23,0.0,3.0,600.0,0.73,1915.0,0.08,8.0,9.4,17.0,16.0,1.0,25.0,35.0,22000.0,27000.0,1,0.5,0
13,0.0,2021.0,Chester,Size,Cure,314.0,62.0,2019-05-25,2.6,19000.0,4.0,11.0,33.0,13.62,8.57,0.3,0.0,3.0,600.0,0.63,1984.0,0.09,3.0,4.0,12.0,10.6,1.5,25.0,35.0,16000.0,21000.0,1,0.40000000000000036,0
14,0.0,2021.0,Chester,Traditional,Cake,999.0,189.0,2018-11-21,3.1,17500.0,5.5,14.5,28.0,11.59,7.49,0.29,0.0,4.0,1800.0,0.66,7387.0,0.32,5.0,5.0,15.0,15.0,2.0,20.0,30.0,14000.0,19000.0,1,0.7071067811865476,0
15,0.0,2021.0,Digby,High End,Duck,366.0,40.0,2020-04-18,1.7,23000.0,8.0,12.0,38.0,15.98,8.57,0.33,0.0,3.0,900.0,0.45,2554.0,0.11,7.5,8.9,12.5,11.1,0.0,30.0,40.0,20000.0,25000.0,1,1.272792206135786,0
16,0.0,2021.0,Digby,Low End,Dell,1763.0,39.0,2017-05-25,4.6,14000.0,3.0,17.0,21.0,7.81,7.12,0.27,0.3,5.0,1400.0,1.29,8960.0,0.39,2.5,1.7,17.5,18.3,7.0,15.0,25.0,12000.0,17000.0,1,1.8384776310850242,0
17,0.0,2021.0,Digby,Performance,Dot,358.0,78.0,2019-06-30,2.5,25000.0,9.4,15.5,33.0,15.87,8.57,0.23,0.0,3.0,600.0,0.73,1915.0,0.08,8.0,9.4,17.0,16.0,1.0,25.0,35.0,22000.0,27000.0,1,0.5,0
18,0.0,2021.0,Digby,Size,Dune,314.0,62.0,2019-05-25,2.6,19000.0,4.0,11.0,33.0,13.62,8.57,0.3,0.0,3.0,600.0,0.63,1984.0,0.09,3.0,4.0,12.0,10.6,1.5,25.0,35.0,16000.0,21000.0,1,0.40000000000000036,0
19,0.0,2021.0,Digby,Traditional,Daze,999.0,189.0,2018-11-21,3.1,17500.0,5.5,14.5,28.0,11.59,7.49,0.29,0.0,4.0,1800.0,0.66,7387.0,0.32,5.0,5.0,15.0,15.0,2.0,20.0,30.0,14000.0,19000.0,1,0.7071067811865476,0
20,0.0,2021.0,Erie,High End,Echo,366.0,40.0,2020-04-18,1.7,23000.0,8.0,12.0,38.0,15.98,8.57,0.33,0.0,3.0,900.0,0.45,2554.0,0.11,7.5,8.9,12.5,11.1,0.0,30.0,40.0,20000.0,25000.0,1,1.272792206135786,0
21,0.0,2021.0,Erie,Low End,Ebb,1763.0,39.0,2017-05-25,4.6,14000.0,3.0,17.0,21.0,7.81,7.12,0.27,0.3,5.0,1400.0,1.29,8960.0,0.39,2.5,1.7,17.5,18.3,7.0,15.0,25.0,12000.0,17000.0,1,1.8384776310850242,0
22,0.0,2021.0,Erie,Performance,Edge,358.0,78.0,2019-06-30,2.5,25000.0,9.4,15.5,33.0,15.87,8.57,0.23,0.0,3.0,600.0,0.73,1915.0,0.08,8.0,9.4,17.0,16.0,1.0,25.0,35.0,22000.0,27000.0,1,0.5,0
23,0.0,2021.0,Erie,Size,Egg,314.0,62.0,2019-05-25,2.6,19000.0,4.0,11.0,33.0,13.62,8.57,0.3,0.0,3.0,600.0,0.63,1984.0,0.09,3.0,4.0,12.0,10.6,1.5,25.0,35.0,16000.0,21000.0,1,0.40000000000000036,0
24,0.0,2021.0,Erie,Traditional,Eat,999.0,189.0,2018-11-21,3.1,17500.0,5.5,14.5,28.0,11.59,7.49,0.29,0.0,4.0,1800.0,0.66,7387.0,0.32,5.0,5.0,15.0,15.0,2.0,20.0,30.0,14000.0,19000.0,1,0.7071067811865476,0
25,0.0,2021.0,Ferris,High End,Fist,366.0,40.0,2020-04-18,1.7,23000.0,8.0,12.0,38.0,15.98,8.57,0.33,0.0,3.0,900.0,0.45,2554.0,0.11,7.5,8.9,12.5,11.1,0.0,30.0,40.0,20000.0,25000.0,1,1.272792206135786,0
26,0.0,2021.0,Ferris,Low End,Feat,1763.0,39.0,2017-05-25,4.6,14000.0,3.0,17.0,21.0,7.81,7.12,0.27,0.3,5.0,1400.0,1.29,8960.0,0.39,2.5,1.7,17.5,18.3,7.0,15.0,25.0,12000.0,17000.0,1,1.8384776310850242,0
27,0.0,2021.0,Ferris,Performance,Foam,358.0,78.0,2019-06-30,2.5,25000.0,9.4,15.5,33.0,15.87,8.57,0.23,0.0,3.0,600.0,0.73,1915.0,0.08,8.0,9.4,17.0,16.0,1.0,25.0,35.0,22000.0,27000.0,1,0.5,0
